时间(s),X坐标(m),Y坐标(m)
468.8317,-0.932248429,3.268604493
469.0317,-0.937290731,3.25960436
469.2317,-0.942297544,3.250583065
469.4317,-0.947268779,3.241540746
469.6317,-0.952204348,3.232477545
469.8317,-0.957104164,3.223393601
470.0317,-0.961968139,3.214289057
470.2317,-0.966796188,3.205164053
470.4317,-0.971588223,3.196018732
470.6317,-0.976344161,3.186853234
470.8317,-0.981063916,3.177667704
471.0317,-0.985747404,3.168462283
471.2317,-0.990394541,3.159237115
471.4317,-0.995005245,3.149992343
471.6317,-0.999579433,3.140728112
471.8317,-1.004117023,3.131444565
472.0317,-1.008617934,3.122141847
472.2317,-1.013082084,3.112820103
472.4317,-1.017509394,3.103479478
472.6317,-1.021899784,3.094120118
472.8317,-1.026253175,3.084742169
473.0317,-1.030569489,3.075345776
473.2317,-1.034848647,3.065931087
473.4317,-1.039090573,3.056498249
473.6317,-1.043295189,3.047047409
473.8317,-1.04746242,3.037578713
474.0317,-1.05159219,3.028092311
474.2317,-1.055684423,3.018588351
474.4317,-1.059739046,3.00906698
474.6317,-1.063755985,2.999528348
474.8317,-1.067735166,2.989972604
475.0317,-1.071676516,2.980399897
475.2317,-1.075579965,2.970810377
475.4317,-1.07944544,2.961204195
475.6317,-1.08327287,2.9515815
475.8317,-1.087062186,2.941942443
476.0317,-1.090813317,2.932287176
476.2317,-1.094526195,2.922615849
476.4317,-1.09820075,2.912928614
476.6317,-1.101836916,2.903225623
476.8317,-1.105434625,2.893507029
477.0317,-1.10899381,2.883772982
477.2317,-1.112514405,2.874023637
477.4317,-1.115996345,2.864259146
477.6317,-1.119439564,2.854479662
477.8317,-1.122844,2.84468534
478.0317,-1.126209587,2.834876332
478.2317,-1.129536264,2.825052793
478.4317,-1.132823967,2.815214877
478.6317,-1.136072634,2.80536274
478.8317,-1.139282206,2.795496535
479.0317,-1.14245262,2.785616418
479.2317,-1.145583818,2.775722544
479.4317,-1.14867574,2.76581507
479.6317,-1.151728326,2.75589415
479.8317,-1.15474152,2.745959941
480.0317,-1.157715263,2.7360126
480.2317,-1.160649498,2.726052284
480.4317,-1.16354417,2.716079148
