时间(s),X坐标(m),Y坐标(m)
212.321,-0.706217726,3.260207998
212.521,-0.506334394,2.999679328
212.721,-0.998667826,2.756408612
212.921,0.308135489,3.284500921
213.121,-1.770627242,3.748840485
213.321,0.054761524,2.945843373
213.521,0.860717463,2.724476118
213.721,0.132587549,2.86770873
213.921,-0.219380293,2.679545099
214.121,-0.418429268,3.421317213
214.321,-0.05293016,3.557370678
214.521,0.282247943,3.702333945
214.721,-0.094060414,2.08567114
214.921,0.053908709,3.662347734
215.121,-1.607061539,2.524938211
215.321,0.426181432,3.9133921
215.521,-0.160367952,3.921499831
215.721,-1.540935497,1.364248705
215.921,-0.005284805,2.451140041
216.121,-1.069838487,3.396169029
216.321,-0.133723986,2.663955089
216.521,-1.116800165,2.904012751
216.721,0.389093677,1.372476254
216.921,-0.086021604,2.730055135
217.121,0.640935755,3.439363974
217.321,1.056043848,3.048518421
217.521,0.381352294,3.032060629
217.721,-0.313559351,1.120432726
217.921,0.04446624,2.790369107
218.121,-0.250906844,2.063547224
218.321,-0.741709173,2.831718135
218.521,-1.810671803,1.402026502
218.721,-1.542457949,2.554916672
218.921,-1.56826811,1.549419072
219.121,-0.935273735,1.940507142
219.321,-1.635376921,3.885232643
219.521,0.026420519,1.133648505
219.721,-0.279321377,2.157898455
219.921,-1.9021997,1.386799521
220.121,-2.137459778,3.487201597
220.321,-0.798369621,2.492712607
220.521,0.061490396,0.516138031
220.721,-0.880204021,3.356923851
220.921,-1.740566925,1.134364863
221.121,-1.738556478,1.049727964
221.321,0.26787798,2.500354079
221.521,-0.478388558,2.978958253
221.721,-0.167612518,2.015935229
221.921,-1.100354435,0.745693851
222.121,-0.686297591,1.084933537
222.321,0.504639377,1.412979152
222.521,-0.792909434,0.815748041
222.721,-0.58032612,2.996865274
222.921,-1.657043971,2.583675608
223.121,-0.845072378,0.718267514
223.321,0.736592805,1.250741352
223.521,-1.269131237,-0.620478421
223.721,-0.03302698,1.325944291
223.921,-0.786601284,2.062323822
224.121,-0.081941045,2.460780564
224.321,0.568477153,-0.59376242
224.521,-0.314817891,2.038298757
224.721,-0.918431256,0.158798375
224.921,-1.663207846,0.416374521
225.121,-0.593314808,2.332958548
225.321,-0.078966928,2.375341633
225.521,-0.23468635,1.031009141
225.721,-0.517416348,1.995292793
225.921,-0.891050483,1.511318288
226.121,-0.352275775,0.65116544
226.321,-0.402952505,2.403731555
226.521,-0.134594684,0.615235966
226.721,-1.229917137,1.258474877
226.921,-0.325714303,1.581397642
227.121,0.96672951,1.611104945
227.321,-1.115062842,1.132438857
227.521,0.822152583,1.04644214
227.721,-0.528744208,0.471089918
227.921,-1.70267324,-0.012997396
228.121,0.652977538,1.504373274
228.321,0.520731546,0.690554936
228.521,-1.011333869,-0.140849253
228.721,-0.753813244,1.71171936
228.921,0.434637864,-0.032131355
229.121,-0.629328225,2.002785265
229.321,-0.305876038,0.913244836
229.521,-1.282905926,-0.341590928
229.721,-0.42675791,1.368700616
229.921,0.422873246,0.481444724
230.121,0.504567187,-0.243326804
230.321,-0.485375906,-1.123977035
230.521,-0.446275174,1.758949396
230.721,-0.47510853,1.211338763
230.921,-0.488468606,-0.305888848
231.121,-0.890649666,-0.148753216
231.321,1.099578919,0.906740559
231.521,-0.503360784,-1.126397332
231.721,-0.720561821,1.781663947
231.921,-0.569116562,3.090211647
232.121,-1.225030105,0.901216641
232.321,-0.670338154,1.037428523
232.521,-0.307821502,-0.397238835
232.721,-1.242668926,1.451108854
232.921,-0.262986421,1.841849924
233.121,0.317471983,0.551344183
233.321,-1.15891068,1.132450016
233.521,-0.303003796,2.065307392
233.721,-0.727113024,-0.198000795
233.921,0.239397865,0.086450717
234.121,0.572290556,0.418604941
234.321,0.610095552,0.399750653
234.521,-0.481302358,0.077195642
234.721,-0.389393108,0.032587047
234.921,-0.090576363,-0.426531517
235.121,-0.091905461,-1.337768804
235.321,0.901246575,-0.292174824
235.521,-0.50144724,-0.756263826
235.721,0.491938811,-1.041766528
235.921,-0.468902082,-0.423441564
236.121,-1.582235427,1.726964612
236.321,-1.190094395,0.721085745
236.521,-1.441691415,-2.447760979
236.721,-0.854763822,-0.579074657
236.921,0.911051692,-0.989943112
237.121,-0.209148486,-0.038665194
237.321,-0.719102545,-1.069316803
237.521,-0.390711753,-0.537287561
237.721,-1.406354825,-0.270805956
237.921,0.596740715,-1.165421257
238.121,-0.104974808,-0.285423822
238.321,-1.384564552,0.773959829
238.521,0.690109319,-1.177000959
238.721,1.506514665,0.045685685
238.921,-0.583150975,-0.481118482
239.121,0.648664084,0.851095728
239.321,0.689736707,-0.351989001
239.521,0.526394605,-1.034401706
239.721,0.003870449,0.777888891
239.921,0.93416378,-0.07286316
240.121,-0.441504694,-0.793638987
240.321,0.23246065,0.538676781
240.521,-0.152311215,0.771840155
240.721,0.305178493,-1.121620042
240.921,0.506989741,-1.386645961
241.121,-0.009224139,-0.427251174
241.321,-0.763051981,-1.754218105
241.521,0.743660183,-1.302926808
241.721,-0.097211253,-2.474349212
241.921,0.393571397,-0.825632711
242.121,0.687868953,-0.378205854
242.321,0.494643704,-1.165427091
242.521,2.620806697,-2.452201409
242.721,-1.195723409,-1.512454665
242.921,0.452097526,-0.899546275
243.121,0.6593004,0.519048042
243.321,1.280697763,-1.58489587
243.521,0.165775085,-0.656754013
243.721,0.706424309,-0.948272711
243.921,1.023777934,-0.2142972
244.121,-1.022223527,-1.176581486
244.321,1.065717583,-2.360036478
244.521,0.272939735,-1.589003387
244.721,1.397496931,-0.289003051
244.921,1.150936585,0.364806705
245.121,0.588618501,-2.645562494
245.321,0.080285538,-1.274135909
245.521,-0.257894165,-1.697281875
245.721,-0.094212067,-0.069343236
245.921,0.350808703,-0.89504134
246.121,0.389339321,-2.370764567
246.321,0.322543386,-0.941210197
246.521,0.725188167,-1.140096201
246.721,1.992407476,-1.556333709
246.921,1.032376324,-0.293784912
247.121,0.912192321,-3.307765422
247.321,0.322427911,-1.118567294
247.521,1.135034157,-2.940376561
247.721,0.498617711,-1.944741537
247.921,-1.354479439,-1.78188316
248.121,0.875588499,-1.324148129
248.321,1.727023908,-1.790803965
248.521,1.925356119,-1.81530298
248.721,1.271605237,-1.201531927
248.921,0.881955577,-3.016366809
249.121,-0.016290119,-0.780765715
249.321,1.265708893,-2.783293066
249.521,0.626139341,-1.220401023
249.721,0.372297542,-1.071544431
249.921,1.305907435,-1.972340968
250.121,0.843652385,-1.170503819
250.321,1.977813085,-2.567096917
250.521,2.223648333,-2.564702852
250.721,0.428687807,-1.097115942
250.921,1.308166084,-2.340436914
251.121,0.15603367,-1.597602072
251.321,1.438946338,-0.668732494
251.521,1.190475055,-0.777630076
251.721,2.497274757,-2.074278619
251.921,2.789805333,-0.60523842
252.121,2.143135747,-2.042467739
252.321,1.558993444,-1.777797337
252.521,1.470140232,-2.2549312
252.721,2.610791246,-2.05180656
252.921,1.899539483,-1.610715978
253.121,1.992817561,-1.897340305
253.321,1.151529684,-2.003303703
253.521,2.619363452,-3.049287072
253.721,2.345755032,-3.639481813
253.921,2.327441141,-2.97255665
254.121,2.873875841,-1.769110696
254.321,1.975433025,-2.937915206
254.521,0.922602479,-2.745220834
254.721,1.903082383,-3.079366714
254.921,2.16369101,-2.721966028
255.121,3.159334068,-3.838040887
255.321,2.024910938,-1.930558876
255.521,1.292976443,-1.603891638
255.721,2.626792222,-4.614184643
255.921,3.377135753,-0.844517649
256.121,2.70459021,-3.324786651
256.321,1.107450383,-1.648913331
256.521,2.898454651,-4.314146266
256.721,2.886646784,-1.104170956
256.921,1.132179318,-4.012852506
257.121,2.444557231,-2.442971314
257.321,3.039511896,-1.767505742
257.521,2.044817569,-3.225888412
257.721,3.04817881,-1.778128878
257.921,3.178076938,-1.570223722
258.121,3.237520878,-2.27447532
258.321,3.823762356,-2.285634548
258.521,0.947534296,-2.533019135
258.721,0.971034278,-2.253693401
258.921,2.506938552,-2.126071424
259.121,2.279721015,-0.766453068
259.321,2.785360939,-3.075499338
259.521,1.655660065,-2.251370208
259.721,4.596525225,-2.372048166
259.921,2.858114442,-3.256951122
260.121,2.155421837,-4.256059793
260.321,3.246514653,-2.372588418
260.521,1.908280589,-2.93271084
260.721,3.442205677,-3.619574389
260.921,2.777431447,-4.434074242
261.121,2.283974718,-2.622588706
261.321,2.94364411,-4.873369911
261.521,2.944988575,-2.116213219
261.721,3.695767509,-4.805328002
261.921,3.046401406,-3.870305356
262.121,3.268875057,-3.72892172
262.321,4.254661574,-1.976328049
262.521,3.143046079,-5.2452653
262.721,3.029614219,-4.684815247
262.921,3.411104386,-2.056000238
263.121,4.682636545,-4.299161569
263.321,4.934208666,-3.90710051
263.521,3.361182949,-4.159747429
263.721,3.952551635,-2.602349055
263.921,4.605532109,-4.226873708
264.121,3.202236442,-3.525338217
264.321,4.067856986,-3.118909365
264.521,3.173543792,-3.496691475
264.721,3.566988029,-2.910392271
264.921,2.70997318,-3.036708165
265.121,3.611153481,-3.429726449
265.321,3.467939761,-4.3690425
265.521,3.727962606,-2.610648964
265.721,4.360909688,-3.4089987
265.921,3.490720401,-2.029200875
266.121,2.914166107,-3.408132699
266.321,2.466640465,-3.004610609
266.521,3.36101956,-2.514850623
266.721,5.300212794,-4.691788909
266.921,5.447976442,-2.619112906
267.121,3.818534183,-4.564327171
267.321,4.021591621,-1.820333096
267.521,4.29855626,-4.553508743
267.721,5.067100431,-4.478694789
267.921,4.539538355,-4.199538742
268.121,4.453962454,-4.579928376
268.321,5.296601337,-4.174603549
268.521,4.530184453,-3.825053527
268.721,3.121991516,-4.593473857
268.921,4.756366515,-2.565273815
269.121,4.664513449,-5.443484087
269.321,6.251788442,-3.657907524
269.521,3.572249839,-3.217388561
269.721,6.056387698,-5.688095283
269.921,5.507559526,-3.679910776
270.121,5.809730138,-4.70160165
270.321,5.13916509,-3.530778147
270.521,4.073586248,-4.042645163
270.721,4.582544676,-3.634593905
270.921,6.928338834,-4.259983043
271.121,4.765023252,-4.591885198
271.321,6.088191656,-2.223846568
271.521,5.183960323,-3.609182363
271.721,4.103194293,-6.376787782
271.921,5.413617623,-4.322298757
272.121,5.538788949,-4.160003507
272.321,5.75111028,-5.285680116
272.521,5.960765133,-4.131130553
272.721,6.475591175,-4.700631549
272.921,5.509947704,-3.042815151
273.121,4.718542113,-3.969222371
273.321,7.233676915,-4.015346564
273.521,6.146740482,-4.34695258
273.721,6.162823997,-4.575377903
273.921,5.767562421,-4.347102084
274.121,6.739332717,-5.871274447
274.321,5.207621193,-4.537741396
274.521,4.788251969,-3.593279705
274.721,6.367299672,-5.344725475
274.921,5.153284341,-3.246189517
275.121,6.288998505,-3.89497467
275.321,6.013057143,-4.553280438
275.521,6.087110558,-4.159727653
275.721,6.012316461,-4.104272005
275.921,6.365563776,-3.238109716
276.121,6.738685894,-5.311947108
276.321,4.852179526,-4.847889629
276.521,6.312372088,-4.465630675
276.721,5.153903694,-5.00305289
276.921,5.347579976,-4.160338872
277.121,6.144022728,-4.352113645
277.321,6.242487655,-2.511722094
277.521,8.561638167,-4.508070535
277.721,6.982102946,-4.57207476
277.921,6.883277113,-4.267113557
278.121,6.208438954,-3.89639588
278.321,7.039499749,-3.534322034
278.521,7.073517723,-5.230652282
278.721,6.446503186,-3.871172057
278.921,5.574353336,-4.3257588
279.121,7.059263598,-5.287772815
279.321,6.206941241,-3.718461345
279.521,6.441785935,-4.198547024
279.721,5.889326934,-2.92027437
279.921,6.224064602,-3.742363626
280.121,7.185618044,-5.22527991
280.321,7.334807739,-4.153470094
280.521,8.244641924,-4.757916987
280.721,6.821934876,-5.440497303
280.921,5.934587175,-3.968748676
281.121,7.627808158,-4.587798545
281.321,7.93072279,-3.376578961
281.521,7.291981629,-5.578668042
281.721,7.55553326,-5.521172315
281.921,9.04820749,-4.430044886
282.121,7.313341877,-4.861044723
282.321,6.356689451,-5.598941065
282.521,9.048612793,-3.648078468
282.721,7.106553448,-4.64603173
282.921,7.076305887,-4.619491963
283.121,7.718457592,-5.967685713
283.321,6.627608065,-5.202413716
283.521,7.787824103,-4.635979825
283.721,8.864256487,-2.932639093
283.921,9.164304513,-5.957128696
284.121,7.854172802,-5.584022573
284.321,8.9605669,-4.97807751
284.521,8.297696727,-4.963256257
284.721,8.027863222,-4.771516903
284.921,9.473622706,-6.259544998
285.121,7.999088132,-3.235436891
285.321,6.963016283,-5.764610414
285.521,8.290346378,-3.681103265
285.721,8.499591942,-5.004010221
285.921,8.662028191,-3.151655165
286.121,7.921343671,-6.423360158
286.321,8.754786582,-5.680363335
286.521,8.712364755,-5.8709307
286.721,10.474262,-5.195930915
286.921,9.16211652,-5.038219926
287.121,8.98997187,-3.900257437
287.321,8.42484847,-4.848497571
287.521,9.92408433,-5.063779605
287.721,8.681358314,-4.98115245
287.921,9.533385187,-6.488997854
288.121,10.38365842,-5.128457971
288.321,8.760640975,-3.623951334
288.521,8.99049029,-4.621872847
288.721,8.244735192,-2.581085174
288.921,8.61072793,-4.39147974
289.121,9.847411593,-5.846971508
289.321,9.364928345,-5.93187704
289.521,8.832104813,-3.341710535
289.721,9.885250808,-4.076834213
289.921,10.48811441,-6.371248367
290.121,11.4514455,-7.295016415
290.321,10.15922354,-6.022160496
290.521,10.77936023,-3.874199036
290.721,9.864739076,-5.331130754
290.921,9.163506975,-5.561705813
291.121,10.18288613,-4.860469145
291.321,12.13179352,-6.065666987
291.521,9.859779271,-3.98200542
291.721,10.31207061,-5.388372607
291.921,9.898172483,-5.013022334
292.121,8.360618051,-5.821930196
292.321,10.10009295,-4.704777893
292.521,9.983678095,-4.216372862
292.721,10.68819313,-5.272468132
292.921,10.37618889,-6.542381957
293.121,11.37970184,-6.066080894
293.321,10.498839,-4.977166047
293.521,10.56771268,-5.475358361
293.721,9.085309771,-4.128796778
293.921,10.8042855,-6.295208163
294.121,10.81904253,-4.58653526
294.321,12.05645123,-5.00074805
294.521,10.0839083,-4.465435128
294.721,11.11873249,-6.6127272
294.921,11.82149657,-5.985661097
295.121,10.73733186,-4.439333858
295.321,10.71003125,-5.958098939
295.521,12.54687028,-4.131602591
295.721,10.82712477,-5.184157582
295.921,9.970887964,-4.469007106
296.121,12.72254093,-3.879813182
296.321,11.84300823,-4.903837221
296.521,11.26202053,-6.106581861
296.721,11.43063968,-6.097412899
296.921,11.60262523,-4.364211553
297.121,11.32591661,-4.885094321
297.321,12.17705413,-5.834095444
297.521,12.61806175,-5.102907846
297.721,11.84025289,-6.334077133
297.921,11.64312388,-4.717240995
298.121,12.22355103,-6.532797937
298.321,11.59558607,-6.572504373
298.521,12.12643529,-3.273646972
298.721,10.99551819,-4.363649052
298.921,12.48838363,-3.537924809
299.121,12.84939578,-5.398489179
299.321,13.32388228,-5.337124417
299.521,13.57187576,-4.194474552
299.721,12.93695197,-5.6834728
299.921,13.69225098,-6.413439598
300.121,13.1424432,-6.2965432
300.321,13.0273344,-5.397969937
300.521,12.49276413,-4.477832706
300.721,12.72671121,-5.554575174
300.921,12.13418045,-5.515062247
301.121,11.68885714,-4.779314046
301.321,12.97801559,-6.953494079
301.521,13.81774365,-4.530060746
301.721,12.62359614,-4.014226917
301.921,14.28550079,-5.105817364
302.121,12.9492153,-5.761323381
302.321,12.93021505,-3.437575811
302.521,14.21277991,-4.072121927
302.721,13.37283446,-4.738401155
302.921,13.81989932,-5.333384595
303.121,13.0150477,-5.209604358
303.321,13.46402849,-5.987488599
303.521,13.98996855,-5.299351365
303.721,14.4072319,-6.513914539
303.921,13.29505463,-5.958430086
304.121,12.78240737,-6.565423271
304.321,15.12011826,-5.383584482
304.521,14.71425902,-5.32644904
304.721,14.29606076,-3.967097026
304.921,14.83095405,-5.662178942
305.121,13.5965635,-6.998922564
305.321,13.02713805,-4.892596606
305.521,14.26072798,-4.920159988
305.721,14.54394247,-4.617038699
305.921,12.9642613,-6.694571731
306.121,14.24038638,-6.60487003
306.321,14.11526898,-4.551039021
306.521,13.86803776,-4.645101507
306.721,15.21845677,-4.031477869
306.921,13.90571067,-6.88656991
307.121,13.82745827,-4.717234572
307.321,13.66201824,-6.726639093
307.521,14.53163352,-5.403532819
307.721,14.37188424,-5.491232031
307.921,14.50104652,-5.506024304
308.121,16.00829088,-3.951851697
308.321,15.73450197,-4.753696407
308.521,14.90529885,-5.127168419
308.721,16.1987746,-4.81885393
308.921,14.62040105,-5.885493645
309.121,13.01836709,-7.374779114
309.321,16.11640504,-5.899256816
309.521,14.80758996,-6.338279897
309.721,14.84611894,-4.395961788
309.921,16.1792503,-5.750668903
310.121,16.62141836,-6.574552856
310.321,14.02526433,-6.72179612
310.521,15.97719704,-5.041871387
310.721,14.26524615,-5.641662879
310.921,15.17370332,-4.87207643
311.121,16.03507913,-6.043960763
311.321,15.81472922,-4.890320461
311.521,15.97406434,-4.392925643
311.721,16.7547171,-5.704289441
311.921,15.18270432,-3.705295643
312.121,15.52273825,-6.590491438
312.321,16.07981549,-3.844221549
312.521,15.99121755,-4.276554829
312.721,16.76043484,-4.895819612
312.921,16.1034328,-4.145073771
313.121,16.7463621,-5.410788496
313.321,15.68481091,-6.644592399
313.521,17.00388581,-4.730537474
313.721,16.28655181,-6.132834031
313.921,16.40228653,-5.730896526
314.121,15.71401574,-4.943052723
314.321,16.45610183,-5.126537972
314.521,16.00684257,-4.704278471
314.721,15.94641644,-4.142673972
314.921,16.38538891,-3.802875743
315.121,17.04774231,-5.339295151
315.321,15.84095615,-5.959494532
315.521,16.89659425,-4.528946133
315.721,17.68488812,-5.020051985
